node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,40287,162.095,89.297,0,0,319,179,11.186878,184.044903,0.0
1,1,25836914057,0,97,111.0,25.0,63,25,159,25,8.462258,364.0,0.0
2,1,25836914057,0,517,151.391,27.874,63,27,256,29,8.43225,489.45648,0.0
3,1,25836914057,0,517,151.391,31.874,63,31,256,33,8.405402,488.831721,0.0
4,1,25836914057,0,510,151.149,35.859,63,35,256,37,8.382601,489.952941,0.0
5,1,25887245710,0,7,169.0,37.0,166,37,172,37,8.11343,361.0,0.0
6,1,25836914057,0,252,104.5,40.0,63,39,146,41,8.393036,474.0,0.0
7,1,25887245710,0,78,159.5,40.0,147,39,172,41,8.135305,474.0,0.0
8,1,25836914057,0,187,211.198,39.652,173,39,256,41,8.377275,513.278075,0.0
9,1,25836914057,0,252,104.5,44.0,63,43,146,45,8.371556,474.0,0.0
10,1,25887245710,0,78,159.5,44.0,147,43,172,45,8.113456,474.0,0.0
11,1,25836914057,0,187,211.198,43.652,173,43,256,45,8.355598,513.278075,0.0
12,1,25836914057,0,252,104.5,48.0,63,47,146,49,8.351836,473.333333,0.0
13,1,25887245710,0,78,159.5,48.0,147,47,172,49,8.093392,473.333333,0.0
14,1,25836914057,0,187,211.198,47.652,173,47,256,49,8.335683,512.727273,0.0
15,1,25836914057,0,252,104.5,52.0,63,51,146,53,8.333888,473.333333,0.0
16,1,25887245710,0,78,159.5,52.0,147,51,172,53,8.075126,473.333333,0.0
17,1,25836914057,0,187,211.198,51.652,173,51,256,53,8.317543,512.727273,0.0
18,1,25836914057,0,252,104.5,56.0,63,55,146,57,8.317726,473.333333,0.0
19,1,25887245710,0,78,159.5,56.0,147,55,172,57,8.05868,473.333333,0.0
20,1,25836914057,0,219,210.658,55.849,173,55,256,57,8.29301,490.410959,0.0
21,1,25836914057,0,126,83.5,60.0,63,59,104,61,8.434882,472.666667,0.0
22,1,25937577361,0,15,107.0,60.0,105,59,109,61,8.168131,472.666667,0.0
23,1,25836914057,0,111,128.0,60.0,110,59,146,61,8.160474,472.666667,0.0
24,1,25887245710,0,78,159.5,60.0,147,59,172,61,8.044055,472.666667,0.0
25,1,25836914057,0,219,210.658,59.849,173,59,256,61,8.278532,489.794521,0.0
26,1,25836914057,0,252,104.5,64.0,63,63,146,65,8.290795,469.0,0.0
27,1,25887245710,0,78,159.5,64.0,147,63,172,65,8.031268,469.0,0.0
28,1,25836914057,0,219,210.658,63.849,173,63,256,65,8.265864,485.575342,0.0
29,1,25836914057,0,252,104.5,68.0,63,67,146,69,8.280043,452.666667,0.0
30,1,25887245710,0,78,159.5,68.0,147,67,172,69,8.020323,452.666667,0.0
31,1,25836914057,0,187,211.198,67.652,173,67,256,69,8.262959,485.224599,0.0
32,1,25836914057,0,252,104.5,72.0,63,71,146,73,8.271111,438.333333,0.0
33,1,25887245710,0,78,159.5,72.0,147,71,172,73,8.01123,438.333333,0.0
34,1,25836914057,0,219,210.658,71.849,173,71,256,73,8.245986,450.287671,0.0
35,1,25836914057,0,252,104.5,76.0,63,75,146,77,8.264003,426.333333,0.0
36,1,25887245710,0,78,159.5,76.0,147,75,172,77,8.003996,426.333333,0.0
37,1,25836914057,0,219,210.658,75.849,173,75,256,77,8.23879,436.479452,0.0
38,1,25836914057,0,252,104.5,80.0,63,79,146,81,8.258729,416.333333,0.0
39,1,25887245710,0,78,159.5,80.0,147,79,172,81,7.99862,416.333333,0.0
40,1,25836914057,0,219,210.658,79.849,173,79,256,81,8.233431,424.972603,0.0
41,1,25836914057,0,252,104.5,84.0,63,83,146,85,8.255285,407.666667,0.0
42,1,25887245710,0,78,159.5,84.0,147,83,172,85,7.995115,407.666667,0.0
43,1,25836914057,0,219,210.658,83.849,173,83,256,85,8.229909,415.0,0.0
44,1,25836914057,0,252,104.5,88.0,63,87,146,89,8.253677,400.333333,0.0
45,1,25887245710,0,78,159.5,88.0,147,87,172,89,7.99348,400.333333,0.0
46,1,25836914057,0,219,210.658,87.849,173,87,256,89,8.228229,406.561644,0.0
47,1,25836914057,0,252,104.5,92.0,63,91,146,93,8.253907,393.333333,0.0
48,1,25887245710,0,78,159.5,92.0,147,91,172,93,7.993712,393.333333,0.0
49,1,25836914057,0,219,210.658,91.849,173,91,256,93,8.228391,398.657534,0.0
50,1,25836914057,0,252,104.5,96.0,63,95,146,97,8.255974,388.0,0.0
51,1,25887245710,0,78,159.5,96.0,147,95,172,97,7.995817,388.0,0.0
52,1,25836914057,0,219,210.658,95.849,173,95,256,97,8.230397,392.520548,0.0
53,1,25836914057,0,252,104.5,100.0,63,99,146,101,8.259876,383.333333,0.0
54,1,25887245710,0,78,159.5,100.0,147,99,172,101,7.999786,383.333333,0.0
55,1,25836914057,0,219,210.658,99.849,173,99,256,101,8.234243,387.150685,0.0
56,1,25836914057,0,252,104.5,104.0,63,103,146,105,8.265608,379.666667,0.0
57,1,25887245710,0,78,159.5,104.0,147,103,172,105,8.005631,379.666667,0.0
58,1,25836914057,0,251,214.335,103.996,173,103,256,105,8.26432,379.752988,0.0
59,1,25836914057,0,252,104.5,108.0,63,107,146,109,8.273173,376.333333,0.0
60,1,25887245710,0,78,159.5,108.0,147,107,172,109,8.013329,376.333333,0.0
61,1,25836914057,0,251,214.335,107.996,173,107,256,109,8.271884,376.406375,0.0
62,1,25836914057,0,252,104.5,112.0,63,111,146,113,8.282561,373.333333,0.0
63,1,25887245710,0,78,159.5,112.0,147,111,172,113,8.022886,373.333333,0.0
64,1,25836914057,0,187,211.198,111.652,173,111,256,113,8.263743,378.663102,0.0
65,1,25836914057,0,252,104.5,116.0,63,115,146,117,8.293765,371.0,0.0
66,1,25887245710,0,78,159.5,116.0,147,115,172,117,8.034292,371.0,0.0
67,1,25836914057,0,215,210.642,115.828,173,115,256,117,8.26837,373.237209,0.0
68,1,25987909012,0,4,211.5,117.0,210,117,213,117,8.182239,358.0,0.0
69,1,25836914057,0,252,104.5,120.0,63,119,146,121,8.306781,369.0,0.0
70,1,25887245710,0,78,159.5,120.0,147,119,172,121,8.047538,369.0,0.0
71,1,25836914057,0,93,189.161,119.806,173,119,209,121,8.156517,371.129032,0.0
72,1,25987909012,0,10,212.0,119.5,210,119,214,120,8.16817,374.5,0.0
73,1,25836914057,0,84,235.5,119.5,215,119,256,120,8.43653,374.5,0.0
74,1,25836914057,0,252,104.5,124.0,63,123,146,125,8.321598,367.333333,0.0
75,1,25887245710,0,78,159.5,124.0,147,123,172,125,8.062621,367.333333,0.0
76,1,25836914057,0,219,210.658,123.849,173,123,256,125,8.295751,368.739726,0.0
77,1,25836914057,0,252,104.5,128.0,63,127,146,129,8.338209,365.666667,0.0
78,1,25887245710,0,78,159.5,128.0,147,127,172,129,8.079524,365.666667,0.0
79,1,25836914057,0,187,211.198,127.652,173,127,256,129,8.318888,368.331551,0.0
80,1,25836914057,0,252,104.5,132.0,63,131,146,133,8.3566,364.333333,0.0
81,1,25887245710,0,78,159.5,132.0,147,131,172,133,8.09824,364.333333,0.0
82,1,25836914057,0,187,211.198,131.652,173,131,256,133,8.337166,366.534759,0.0
83,1,25836914057,0,252,104.5,136.0,63,135,146,137,8.376761,363.333333,0.0
84,1,25887245710,0,78,159.5,136.0,147,135,172,137,8.118753,363.333333,0.0
85,1,25836914057,0,187,211.198,135.652,173,135,256,137,8.357218,365.187166,0.0
86,1,25836914057,0,252,104.5,140.0,63,139,146,141,8.398679,362.333333,0.0
87,1,25887245710,0,78,159.5,140.0,147,139,172,141,8.141047,362.333333,0.0
88,1,25836914057,0,219,210.658,139.849,173,139,256,141,8.3728,362.986301,0.0
89,1,25836914057,0,549,154.661,143.94,63,143,256,145,8.383455,361.887067,0.0
90,1,25836914057,0,549,154.661,147.94,63,147,256,149,8.408936,361.180328,0.0
91,1,25836914057,0,549,154.661,151.94,63,151,256,153,8.436139,360.180328,0.0
